[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[0.337740,0.250132,0.084845,0.194753,0.164478,0.394630,0.125730,0.233144,0.230226,0.191603,1.000000,0.134959]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[0.264028,0.320559,0.068348,0.065682,0.114710,0.749298,0.108570,0.079002,0.194579,0.179900,1.000000,0.160943]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[0.136680,0.170997,0.148041,0.088893,0.096447,0.271327,0.114202,0.151531,0.178981,0.178474,1.000000,0.149157]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[0.298860,0.384258,0.312539,0.306690,0.335783,0.497461,0.322040,0.368508,0.406524,0.353859,1.000000,0.227453]
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.121934,0.092665,0.151915,1.000000,0.202482,0.223932,0.394204,0.152580,0.124292,0.093700,0.193021,0.051403]
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.591131,0.103177,0.147809,1.000000,0.206101,0.091937,0.213829,0.178206,0.045837,0.061785,0.243277,0.096801]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.228824,1.000000,0.260412,0.140205,0.184859,0.413715,0.148174,0.179363,0.584503,0.172401,0.592301,0.107046]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.499781,1.000000,0.281514,0.290162,0.308850,0.470468,0.285927,0.388513,0.759168,0.294819,0.190089,0.170390]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.231873,1.000000,0.192114,0.105819,0.128557,0.424635,0.117547,0.120037,0.446885,0.141727,0.074913,0.078166]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.158967,1.000000,0.163617,0.126757,0.059360,0.213255,0.053466,0.075163,0.525513,0.091363,0.049574,0.068472]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.265885,0.749609,0.232499,0.286682,0.171568,0.418067,0.188494,0.210567,1.000000,0.174853,0.083858,0.081479]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.388612,1.000000,0.469132,0.435942,0.468657,0.605159,0.459058,0.506264,0.668982,0.452319,0.266584,0.231757]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.383558,1.000000,0.152490,0.137182,0.148374,0.282435,0.110349,0.190931,0.459085,0.116256,0.083641,0.083057]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.339230,1.000000,0.132773,0.102476,0.087803,0.444817,0.060456,0.051748,0.441801,0.080570,0.060740,0.080254]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.175372,1.000000,0.280293,0.416589,0.254380,0.390187,0.234413,0.270666,0.425651,0.235897,0.306214,0.121925]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.458867,1.000000,0.427432,0.383573,0.414904,0.684126,0.402138,0.406068,0.510005,0.417957,0.249614,0.216198]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],[0.312002,0.246416,0.086912,0.153979,0.123707,0.174789,0.131177,0.299213,1.000000,0.162557,0.080104,0.090700]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],[0.231982,0.051810,0.050769,0.246379,0.056956,0.061938,0.071161,0.120729,1.000000,0.170037,0.150021,0.067013]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],[0.385408,0.144308,0.143016,0.216796,0.158338,0.829895,0.175956,0.219434,1.000000,0.190176,0.098812,0.087189]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],[0.267333,0.234329,0.252991,0.334269,0.293714,0.375550,0.316176,0.374176,1.000000,0.358333,0.200470,0.165689]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.357578,1.000000,0.156529,0.104917,0.159464,0.268433,0.117515,0.192862,0.448464,0.116813,0.076085,0.096729]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0.152024,1.000000,0.177541,0.076028,0.049383,0.219409,0.028275,0.045594,0.433136,0.056404,0.040925,0.058252]
